Selected profile file,Bill Name,Bill Number,Personal Prediction,Real Result
Mike Collins_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Mike Collins_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Mike Collins_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Mike Collins_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Mike Collins_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Mike Collins_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Mike Collins_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Mike Collins_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Mike Collins_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Mike Collins_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Mike Collins_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Mike Collins_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Mike Collins_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Mike Ezell_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Mike Ezell_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Mike Ezell_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Mike Ezell_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Mike Ezell_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Mike Ezell_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Mike Ezell_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Mike Ezell_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Mike Ezell_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Mike Ezell_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Mike Ezell_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Mike Ezell_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Mike Ezell_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Mike Ezell_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Mike Ezell_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Mike Ezell_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Mike Ezell_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Mike Ezell_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Morgan Luttrell_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Morgan Luttrell_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Morgan Luttrell_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Morgan Luttrell_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Morgan Luttrell_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Morgan Luttrell_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Morgan Luttrell_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Morgan Luttrell_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Morgan Luttrell_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Morgan Luttrell_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Morgan Luttrell_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Morgan Luttrell_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Morgan Luttrell_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Morgan Luttrell_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Morgan Luttrell_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Morgan Luttrell_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Morgan Luttrell_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Morgan Luttrell_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Morgan McGarvey_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Morgan McGarvey_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Morgan McGarvey_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Morgan McGarvey_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Morgan McGarvey_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Morgan McGarvey_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Morgan McGarvey_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Morgan McGarvey_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Morgan McGarvey_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Nay,Yea
Morgan McGarvey_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Morgan McGarvey_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Morgan McGarvey_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Morgan McGarvey_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Morgan McGarvey_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Morgan McGarvey_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Morgan McGarvey_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Morgan McGarvey_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Morgan McGarvey_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Nathaniel Moran_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Nathaniel Moran_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Nathaniel Moran_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Nathaniel Moran_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Nathaniel Moran_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Nathaniel Moran_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Nathaniel Moran_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Nathaniel Moran_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Nathaniel Moran_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Nathaniel Moran_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Nathaniel Moran_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Nathaniel Moran_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Nathaniel Moran_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Nathaniel Moran_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Nathaniel Moran_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Nathaniel Moran_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Nathaniel Moran_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Nathaniel Moran_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Nicholas  Langworthy_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Nicholas  Langworthy_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Nicholas  Langworthy_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Nicholas  Langworthy_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Nicholas  Langworthy_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Nicholas  Langworthy_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Nicholas  Langworthy_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Nicholas  Langworthy_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Nicholas  Langworthy_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Nicholas  Langworthy_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Nicholas  Langworthy_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Nicholas  Langworthy_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Nicholas  Langworthy_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Nicholas  Langworthy_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Nicholas  Langworthy_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Nicholas  Langworthy_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Nicholas  Langworthy_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Nicholas  Langworthy_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Nicholas  Langworthy_profile.json,Fiscal Responsibility Act of 2023,H.R. 3746,Yea,Yea
Nicholas  Langworthy_profile.json,TRANQ Research Act of 2023,H.R. 1734,Yea,Yea
Nicholas  Langworthy_profile.json,Wounded Warrior Access Act,H.R. 1226,Yea,Yea
Nicholas  Langworthy_profile.json,NOTAM Improvement Act of 2023,H.R. 346,Yea,Yea
Nicolas  LaLota_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Nicolas  LaLota_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Nicolas  LaLota_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Nicolas  LaLota_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Nicolas  LaLota_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Nicolas  LaLota_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Nay,Yea
Nicolas  LaLota_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Nicolas  LaLota_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Nicolas  LaLota_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Nicolas  LaLota_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Nicolas  LaLota_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Nicolas  LaLota_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Nicolas  LaLota_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Nicolas  LaLota_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Nicolas  LaLota_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Nicolas  LaLota_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Nicolas  LaLota_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Nicolas  LaLota_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Nicolas  LaLota_profile.json,Fiscal Responsibility Act of 2023,H.R. 3746,Yea,Yea
Nicolas  LaLota_profile.json,TRANQ Research Act of 2023,H.R. 1734,Yea,Yea
Nicolas  LaLota_profile.json,Wounded Warrior Access Act,H.R. 1226,Yea,Yea
Nicolas  LaLota_profile.json,NOTAM Improvement Act of 2023,H.R. 346,Yea,Yea
Rich McCormick_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Rich McCormick_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Rich McCormick_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Rich McCormick_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Rich McCormick_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Rich McCormick_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Rich McCormick_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Rich McCormick_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Rich McCormick_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Rich McCormick_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Rich McCormick_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Rich McCormick_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Rich McCormick_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Rich McCormick_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Rich McCormick_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Rich McCormick_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Yea,Nay
Rich McCormick_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Rich McCormick_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Rudy Yakym_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Rudy Yakym_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Rudy Yakym_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Rudy Yakym_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Rudy Yakym_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Rudy Yakym_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Rudy Yakym_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Rudy Yakym_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Rudy Yakym_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Rudy Yakym_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Rudy Yakym_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Rudy Yakym_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Rudy Yakym_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Rudy Yakym_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Rudy Yakym_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Rudy Yakym_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Rudy Yakym_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Russell Fry_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Russell Fry_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Russell Fry_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Russell Fry_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Russell Fry_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Russell Fry_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Russell Fry_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Russell Fry_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Russell Fry_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Russell Fry_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Russell Fry_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Russell Fry_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Russell Fry_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Russell Fry_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Russell Fry_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Russell Fry_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Russell Fry_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Russell Fry_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Ryan Zinke_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Ryan Zinke_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Ryan Zinke_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Ryan Zinke_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Ryan Zinke_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Ryan Zinke_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Ryan Zinke_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Ryan Zinke_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Ryan Zinke_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Ryan Zinke_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Ryan Zinke_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Ryan Zinke_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Ryan Zinke_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Yea,Yea
Ryan Zinke_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Ryan Zinke_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Ryan Zinke_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Ryan Zinke_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Ryan Zinke_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Shri Thanedar_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Shri Thanedar_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Shri Thanedar_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Shri Thanedar_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Shri Thanedar_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Shri Thanedar_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Shri Thanedar_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Shri Thanedar_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Nay,Yea
Shri Thanedar_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Nay,Yea
Shri Thanedar_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Shri Thanedar_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Shri Thanedar_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Nay,Yea
Shri Thanedar_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Nay,Yea
Shri Thanedar_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Yea,Nay
Shri Thanedar_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Shri Thanedar_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Shri Thanedar_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Shri Thanedar_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Summer Lee_profile.json,"To designate the clinic of the Department of Veterans Affairs in Indian River, Michigan, as the \u201cPfc. Justin T. Paton Department of Veterans Affairs Clinic\u201d.",H.R. 3672,Yea,Yea
Summer Lee_profile.json,250th Anniversary of the United States Marine Corps Commemorative Coin Act,H.R. 1096,Yea,Yea
Summer Lee_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Summer Lee_profile.json,"Consolidated Appropriations Act, 2024",H.R. 4366,Yea,Yea
Summer Lee_profile.json,Protecting Hunting Heritage and Education Act,H.R. 5110,Yea,Yea
Summer Lee_profile.json,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2024",H.R. 4665,Yea,Yea
Summer Lee_profile.json,"Department of Homeland Security Appropriations Act, 2024",H.R. 4367,Yea,Yea
Summer Lee_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
Summer Lee_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Summer Lee_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Nay,Nay
Summer Lee_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Nay,Yea
Summer Lee_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Summer Lee_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Nay,Yea
Summer Lee_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Summer Lee_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Summer Lee_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Summer Lee_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Summer Lee_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Valerie  Hoyle_profile.json,National Defense Authorization Act for Fiscal Year 2024,H.R. 2670,Yea,Yea
Valerie  Hoyle_profile.json,"Airport and Airway Extension Act of 2023, Part II",H.R. 6503,Yea,Yea
Valerie  Hoyle_profile.json,"Further Continuing Appropriations and Other Extensions Act, 2024",H.R. 6363,Nay,Nay
Valerie  Hoyle_profile.json,Airport and Airway Extension Act of 2024,H.R. 7454,Yea,Yea
Valerie  Hoyle_profile.json,"Further Consolidated Appropriations Act, 2024",H.R. 2882,Nay,Nay
Valerie  Hoyle_profile.json,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2024",H.R. 4821,Nay,Yea
Valerie  Hoyle_profile.json,"Legislative Branch Appropriations Act, 2024",H.R. 4364,Yea,Yea
Valerie  Hoyle_profile.json,"Energy and Water Development and Related Agencies Appropriations Act, 2024",H.R. 4394,Yea,Yea
Valerie  Hoyle_profile.json,"Continuing Appropriations Act, 2024 and Other Extensions Act",H.R. 5860,Yea,Nay
Valerie  Hoyle_profile.json,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2024",H.R. 4368,Yea,Yea
Valerie  Hoyle_profile.json,"Department of Defense Appropriations Act, 2024",H.R. 4365,Yea,Yea
